code,slug,name,province,region,kind,website,source_url,groups,tuition_display,address,name_en
DQH,hoc-vien-ky-thuat-quan-su-he-dan-su,Học Viện Kỹ Thuật Quân Sự - Hệ Dân sự,Hà Nội,Bac,DaiHoc,,,{},,,
DTC,ai-hoc-cong-nghe-thong-tin-va-truyen-thong-ai-hoc-thai-nguyen,Đại học Công Nghệ Thông Tin và Truyền Thông - Đại học Thái Nguyên,Thái Nguyên,Bac,DaiHoc,,,{},,,
DTG,phan-hieu-ai-hoc-thai-nguyen-tai-ha-giang,Phân hiệu Đại học Thái Nguyên tại Hà Giang,Thái Nguyên,Bac,DaiHoc,,,{},,,
DTP,phan-hieu-ai-hoc-thai-nguyen-tai-lao-cai-dtp,Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai,Lào Cai,Bac,DaiHoc,,,{},,,
DYH,hoc-vien-quan-y-he-dan-su-dyh,Học Viện Quân Y - Hệ Dân sự,Hà Nội,Bac,DaiHoc,,,{},,,
HFH,hoc-vien-hau-can-he-dan-su-hfh,Học Viện Hậu Cần - Hệ Dân sự,Hà Nội,Bac,DaiHoc,,,{},,,
HGH,truong-si-quan-phong-hoa-hgh,Trường Sĩ Quan Phòng Hóa,Hà Nội,Bac,DaiHoc,,,{},,,
HIU,ai-hoc-quoc-te-hong-bang-hiu,Đại học Quốc tế Hồng Bàng,TP HCM,Nam,DaiHoc,https://hiu.vn/tuyen-sinh/,,{},,,
HPU,truong-ai-hoc-quan-ly-va-cong-nghe-hai-phong,Trường Đại học Quản lý và Công nghệ Hải Phòng,Hải Phòng,Bac,DaiHoc,,,{},,,
HSU,truong-ai-hoc-hoa-sen,Trường Đại Học Hoa Sen,TP. Hồ Chí Minh,Nam,DaiHoc,,,{},,,
HUI,ai-hoc-cong-nghiep-tp-hcm,Đại học Công nghiệp TP HCM,TP HCM,Nam,DaiHoc,http://www.iuh.edu.vn/tuyensinh/,,{},,,
HVC,hoc-vien-can-bo-tp-hcm,Học viện Cán bộ TP HCM,TP HCM,Nam,DaiHoc,http://tuyensinh.hcmca.edu.vn/,,{},,,
HVD,hoc-vien-dan-toc,Học Viện Dân Tộc,Hà Nội,Bac,DaiHoc,,,{},,,
KSV,ai-hoc-kinh-te-tphcm-phan-hieu-vinh-long,Đại học Kinh Tế TPHCM - Phân hiệu Vĩnh Long,TP. Hồ Chí Minh,Nam,DaiHoc,,,{},,,
LBS,truong-ai-hoc-nguyen-hue,Trường Đại học Nguyễn Huệ,Đồng Nai,Nam,DaiHoc,,,{},,,
NHB,hoc-vien-ngan-hang-phan-vien-bac-ninh-nhb,Học Viện Ngân Hàng (Phân Viện Bắc Ninh),Bắc Ninh,Bac,DaiHoc,,,{},,,
NLN,phan-hieu-ai-hoc-nong-lam-tphcm-tai-ninh-thuan,Phân hiệu Đại học Nông Lâm TPHCM tại Ninh Thuận,TP. Hồ Chí Minh,Nam,DaiHoc,,,{},,,
PCS,truong-ai-hoc-phong-chay-chua-chay-phia-nam,Trường Đại Học Phòng Cháy Chữa Cháy (phía Nam),Đồng Nai,Nam,DaiHoc,,,{},,,
SIU,ai-hoc-quoc-te-sai-gon-siu,Đại học Quốc tế Sài Gòn,TP HCM,Nam,DaiHoc,www.siu.edu.vn,,{},,,
TCU,truong-si-quan-thong-tin-he-dan-su-ai-hoc-thong-tin-lien-lac-tcu,Trường Sĩ Quan Thông Tin - Hệ Dân Sự - Đại Học Thông Tin Liên Lạc,Khánh Hòa,Trung,DaiHoc,,,{},,,
TMU,truong-ai-hoc-thuong-mai,Trường Đại Học Thương Mại,Hà Nội,Bac,DaiHoc,,,"{""Kinh tế - Quản trị""}",18 - 24 triệu/năm,"79 Hồ Tùng Mậu, Hà Nội",Thuongmai University
UEF,ai-hoc-kinh-te-tai-chinh-tp-hcm,Đại học Kinh tế - Tài chính TP HCM,TP HCM,Nam,DaiHoc,https://www.uef.edu.vn/tuyen-sinh,,{},,,
UFA,truong-ai-hoc-tai-chinh-ke-toan,Trường Đại học Tài Chính Kế Toán,Quảng Ngãi,Trung,DaiHoc,,,{},,,
UKH_CD,truong-ai-hoc-khanh-hoa-he-cao-ang,Trường Đại học Khánh Hòa - Hệ Cao đẳng,Khánh Hòa,Trung,DaiHoc,,,{},,,
UTH,truong-ai-hoc-giao-thong-van-tai-tphcm,Trường Đại Học Giao Thông Vận Tải TPHCM,TP. Hồ Chí Minh,Nam,DaiHoc,,,{},,,
VJU,ai-hoc-viet-nhat-ai-hoc-quoc-gia-ha-noi,Đại học Việt Nhật - Đại học Quốc gia Hà Nội,Hà Nội,Bac,DaiHoc,http://vju.vnu.edu.vn/,,{},,,
XDN,phan-hieu-ai-hoc-xay-dung-mien-trung-tai-a-nang,Phân hiệu Đại học Xây dựng miền Trung tại Đà Nẵng,Đà Nẵng,Trung,DaiHoc,,,{},,,
YHT,phan-hieu-ai-hoc-y-ha-noi-tai-thanh-hoa,Phân hiệu Đại học Y Hà Nội tại Thanh Hóa,Hà Nội,Bac,DaiHoc,,,{},,,
