ma_truong,ma_nganh,ten_nganh,nam
DDK,7420201,Công nghệ sinh học,2020
DDK,7480106,Kỹ thuật máy tính,2020
DDK,7510105,Công nghệ kỹ thuật vật liệu xây dựng,2020
DDK,7510202,Công nghệ chế tạo máy,2020
DDK,7510601,Quản lý công nghiệp,2020
DDK,7510701,Công nghệ dầu khí và khai thác dầu,2020
DDK,7520103A,Kỹ thuật cơ khí,2020
DDK,7520103B,Kỹ thuật cơ khí,2020
DDK,7520103CLC,Kỹ thuật cơ khí,2020
DDK,7520114,Kỹ thuật cơ điện tử,2020
DDK,7520114CLC,Kỹ thuật cơ điện tử,2020
DDK,7520115,Kỹ thuật nhiệt,2020
DDK,7520115CLC,Kỹ thuật nhiệt,2020
DDK,7520118,Kỹ thuật hệ thống công nghiệp,2020
DDK,7520122,Kỹ thuật tàu thuỷ,2020
DDK,7520201,Kỹ thuật điện,2020
DDK,7520201CLC,Kỹ thuật điện,2020
DDK,7520207,Kỹ thuật điện tử - viễn thông,2020
DDK,7520207CLC,Kỹ thuật điện tử - viễn thông,2020
DDK,7520216,Kỹ thuật điều khiển và tự động hoá,2020
DDK,7520216CLC,Kỹ thuật điều khiển và tự động hoá,2020
DDK,7520301,Kỹ thuật hoá học,2020
DDK,7520320,Kỹ thuật môi trường,2020
DDK,7540101,Công nghệ thực phẩm,2020
DDK,7540101CLC,Công nghệ thực phẩm,2020
DDK,7580101CLC,Kiến trúc,2020
DDK,7580201A,Kỹ thuật xây dựng,2020
DDK,7580201CLC,Kỹ thuật xây dựng,2020
DDK,7580202,Kỹ thuật xây dựng,2020
DDK,7580205,kỹ thuật xây dựng công trình giao thông,2020
DDK,7580205CLC,Kỹ thuật xây dựng,2020
DDK,7580210,Kỹ thuật cơ sở hạ tầng,2020
DDK,7580301,Kinh tế xây dựng,2020
DDK,7580301CLC,Kinh tế xây dựng,2020
DDK,7850101,Quản lý tài nguyên và môi trường,2020
DDK,7905206,Điện tử viễn thông,2020
DDK,7905216,Chương trình tiên tiến ngành Hệ thống nhúng,2020
DDK,PFIEV,Chương trình đào tạo kỹ sư chất lượng cao Việt-Pháp,2020
DDL,7340101,Quản trị kinh doanh,2020
DDL,7340122,Thương mại điện tử,2020
DDL,7340201,Tài chính - Ngân hàng,2020
DDL,7340301,Kế toán,2020
DDL,7340302,Kiểm toán,2020
DDL,7480201,Công nghệ thông tin,2020
DDL,7510102,Công nghệ kỹ thuật công trình xây dựng,2020
DDL,7510201,Công nghệ kỹ thuật cơ khí,2020
DDL,7510203,Công nghệ kỹ thuật cơ điện tử,2020
DDL,7510301,"Công nghệ kỹ thuật điện, điện tử",2020
DDL,7510302,Công nghệ kỹ thuật điện tử - viễn thông,2020
DDL,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,2020
DDL,7510403,Công nghệ kỹ thuật năng lượng,2020
DDL,7510406,Công nghệ kỹ thuật môi trường,2020
DDL,7510601,Quản lý công nghiệp,2020
DDL,7510602,Quản lý năng lượng,2020
DDL,7510605,Logistics và Quản lý chuỗi cung ứng,2020
DDL,7520115,Kỹ thuật nhiệt,2020
DDL,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DDM,7340101,Quản trị kinh doanh,2020
DDM,7340201,Tài chính - Ngân hàng,2020
DDM,7340301,Kế toán,2020
DDM,7480201,Công nghệ thông tin,2020
DDM,7510102,Công nghệ kỹ thuật công trình xây dựng,2020
DDM,7510201,Công nghệ kỹ thuật cơ khí,2020
DDM,7510301,"Công nghệ kỹ thuật điện, điện tử",2020
DDM,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,2020
DDM,7520501,Kỹ thuật địa chất,2020
DDM,7520503,Kỹ thuật trắc địa - bản đồ,2020
DDM,7520601,Kỹ thuật mỏ,2020
DDM,7520607,Kỹ thuật tuyển khoáng,2020
DDN,7140201,Giáo dục Mầm non,2020
DDN,7140202,Giáo dục Tiểu học,2020
DDN,7140209,Sư phạm Toán học,2020
DDN,7140211,Sư phạm Vật lý,2020
DDN,7140212,Sư phạm Hóa học,2020
DDN,7140217,Sư phạm Ngữ văn,2020
DDN,7140218,Sư phạm Lịch sử,2020
DDN,7140231,Sư phạm Tiếng Anh,2020
DDN,7220201,Ngôn ngữ Anh,2020
DDN,7220204,Ngôn ngữ Trung Quốc,2020
DDN,7220210,Ngôn ngữ Hàn Quốc,2020
DDN,7310608,Đông phương học,2020
DDN,7320108,Quan hệ công chúng,2020
DDN,7340101,Quản trị kinh doanh,2020
DDN,7340201,Tài chính - Ngân hàng,2020
DDN,7340301,Kế toán,2020
DDN,7380107,Luật,2020
DDN,7440301,Khoa học môi trường,2020
DDN,7480201,Công nghệ thông tin,2020
DDN,7580102,Kiến trúc,2020
DDN,7580201,Kỹ thuật xây dựng,2020
DDN,7720101,Y khoa,2020
DDN,7720201,Dược học,2020
DDN,7720301,Điều dưỡng,2020
DDN,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DDN,7850103,Quản lý đất đai,2020
DDP,7310105,Kinh tế phát triển,2020
DDP,7310205,Quản lý nhà nước,2020
DDP,7340101,Quản trị kinh doanh,2020
DDP,7340301,Kế toán,2020
DDP,7380107,Luật,2020
DDP,7420201,Công nghệ sinh học,2020
DDP,7480201,Công nghệ thông tin,2020
DDP,7580201,Kỹ thuật xây dựng,2020
DDQ,7310101,Kinh tế,2020
DDQ,7310107,Thống kê kinh tế,2020
DDQ,7310205,Quản lý nhà nước,2020
DDQ,7340101,Quản trị kinh doanh,2020
DDQ,7340115,Marketing,2020
DDQ,7340120,Kinh doanh quốc tế,2020
DDQ,7340121,Kinh doanh thương mại,2020
DDQ,7340122,Thương mại điện tử,2020
DDQ,7340201,Tài chính - Ngân hàng,2020
DDQ,7340301,Kế toán,2020
DDQ,7340302,Kiểm toán,2020
DDQ,7340404,Quản trị nhân lực,2020
DDQ,7340405,Hệ thống thông tin quản lý,2020
DDQ,7340420,Khoa học dữ liệu và phân tích kinh doanh,2020
DDQ,7380101,Luật,2020
DDQ,7380107,Luật,2020
DDQ,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DDQ,7810201,Quản trị khách sạn,2020
DDS,7140201,Giáo dục Mầm non,2020
DDS,7140202,Giáo dục Tiểu học,2020
DDS,7140204,Giáo dục Công dân,2020
DDS,7140205,Giáo dục Chính trị,2020
DDS,7140206,Giáo dục Thể chất,2020
DDS,7140209,Sư phạm Toán học,2020
DDS,7140210,Sư phạm Tin học,2020
DDS,7140211,Sư phạm Vật lý,2020
DDS,7140212,Sư phạm Hóa học,2020
DDS,7140213,Sư phạm Sinh học,2020
DDS,7140217,Sư phạm Ngữ văn,2020
DDS,7140218,Sư phạm Lịch sử,2020
DDS,7140219,Sư phạm Địa lý,2020
DDS,7140221,Sư phạm Âm nhạc,2020
DDS,7140246,Sư phạm công nghệ,2020
DDS,7140247,Sư phạm khoa học tự nhiên,2020
DDS,7140249,Sư phạm Lịch sử Địa lý,2020
DDS,7140250,Sư phạm Tin học và Công nghệ Tiểu học,2020
DDS,7229010,Lịch sử,2020
DDS,7229010KT,Lịch sử,2020
DDS,7229030,Văn học,2020
DDS,7229030KT,Văn học,2020
DDS,7229040,Văn hoá học,2020
DDS,7229040KT,Văn hoá học,2020
DDS,7310401,Tâm lý học,2020
DDS,7310401CLC,Tâm lý học,2020
DDS,7310501,Địa lý học,2020
DDS,7310630,Việt Nam học,2020
DDS,7310630CLC,Việt Nam học,2020
DDS,7320101,Báo chí,2020
DDS,7420201,Công nghệ sinh học,2020
DDS,7420201KT,Công nghệ sinh học,2020
DDS,7440112,Hoá học,2020
DDS,7440112CLC,Hoá học,2020
DDS,7440112KT,Hoá học,2020
DDS,7480201,Công nghệ thông tin,2020
DDS,7480201CLC,Công nghệ thông tin,2020
DDS,7480201DT,Công nghệ thông tin,2020
DDS,7760101,Công tác xã hội,2020
DDS,7760101KT,Công tác xã hội,2020
DDS,7850101,Quản lý tài nguyên và môi trường,2020
DDS,7850101CLC,Quản lý tài nguyên và môi trường,2020
DDS,7850101KT,Quản lý tài nguyên và môi trường,2020
DDT,7210403,Thiết kế đồ họa,2020
DDT,7210404,Thiết kế thời trang,2020
DDT,7220201,Ngôn ngữ Anh,2020
DDT,7220204,Ngôn ngữ Trung Quốc,2020
DDT,7220210,Ngôn ngữ Hàn Quốc,2020
DDT,7229030,Văn học,2020
DDT,7310206,Quan hệ quốc tế,2020
DDT,7310630,Việt Nam học,2020
DDT,7320104,Truyền thông đa phương tiện,2020
DDT,7340101,Quản trị kinh doanh,2020
DDT,7340201,Tài chính - Ngân hàng,2020
DDT,7340301,Kế toán,2020
DDT,7340405,Hệ thống thông tin quản lý,2020
DDT,7380101,Luật,2020
DDT,7380107,Luật,2020
DDT,7420201,Công nghệ sinh học,2020
DDT,7480103,Kỹ thuật phần mềm,2020
DDT,7480202,An toàn thông tin,2020
DDT,7510102,Công nghệ kỹ thuật công trình xây dựng,2020
DDT,7510205,Công nghệ kỹ thuật ô tô,2020
DDT,7510301,"Công nghệ kỹ thuật điện, điện tử",2020
DDT,7510406,Công nghệ kỹ thuật môi trường,2020
DDT,7520216,Kỹ thuật điều khiển và tự động hoá,2020
DDT,7540101,Công nghệ thực phẩm,2020
DDT,7580101,Kiến trúc,2020
DDT,7580201,Kỹ thuật xây dựng,2020
DDT,7720101,Y khoa,2020
DDT,7720201,Dược học,2020
DDT,7720301,Điều dưỡng,2020
DDT,7720501,Răng - Hàm - Mặt,2020
DDT,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DDT,7810202,Quản trị nhà hàng và dịch vụ ăn uống,2020
DDT,7850101,Quản lý tài nguyên và môi trường,2020
DDV,7340124,Quản trị và Kinh doanh Quốc tế,2020
DDV,7420204,Khoa học Y sinh,2020
DDV,7480204,Khoa học và Kỹ thuật máy tính,2020
DDV,7480205DT,Khoa học dữ liệu,2020
DDY,7720101,Y khoa,2020
DDY,7720201A,Dược học,2020
DDY,7720201B,Dược học,2020
DDY,7720301,Điều dưỡng,2020
DDY,7720501,Răng - Hàm - Mặt,2020
DFA,7310101,Kinh tế,2020
DFA,7340101,Quản trị kinh doanh,2020
DFA,7340120,Kinh doanh quốc tế,2020
DFA,7340201,Tài chính - Ngân hàng,2020
DFA,7340301,Kế toán,2020
DFA,7340302,Khoa học máy tính,2020
DFA,7340405,Hệ thống thông tin quản lý,2020
DHA,7380101,Luật,2020
DHA,7380107,Luật,2020
DHC,7140206,Giáo dục Thể chất,2020
DHD,7340101,Quản trị kinh doanh,2020
DHD,7810101,Du lịch,2020
DHD,7810102,Du lịch điện tử,2020
DHD,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DHD,7810104,Quản trị du lịch và khách sạn,2020
DHD,7810201,Quản trị khách sạn,2020
DHD,7810202,Quản trị nhà hàng và dịch vụ ăn uống,2020
DHE,7480112,Khoa học dữ liệu và Trí tuệ nhân tạo,2020
DHE,7480112KS,Khoa học dữ liệu và Trí tuệ nhân tạo,2020
DHE,7520201,Kỹ thuật điện,2020
DHE,7520216,Kỹ thuật điều khiển và tự động hoá,2020
DHF,7140231,Sư phạm Tiếng Anh,2020
DHF,7140233,Sư phạm Tiếng Pháp,2020
DHF,7140234,Sư phạm Tiếng Trung Quốc,2020
DHF,7220201,Ngôn ngữ Anh,2020
DHF,7220202,Ngôn ngữ Nga,2020
DHF,7220203,Ngôn ngữ Pháp,2020
DHF,7220204,Ngôn ngữ Trung Quốc,2020
DHF,7220209,Ngôn ngữ Nhật,2020
DHF,7220210,Ngôn ngữ Hàn Quốc,2020
DHF,7310601,Quốc tế học,2020
DHF,7310630,Việt Nam học,2020
DHI,7310206,Quan hệ quốc tế,2020
DHK,7310101CL,Kinh tế,2020
DHK,7310102,Kinh tế,2020
DHK,7310106,Kinh tế,2020
DHK,7310107,Thống kê kinh tế,2020
DHK,7340101,Quản trị kinh doanh,2020
DHK,7340101CL,Quản trị kinh doanh,2020
DHK,7340115,Marketing,2020
DHK,7340121,Kinh doanh thương mại,2020
DHK,7340122,Thương mại điện tử,2020
DHK,7340201,Tài chính - Ngân hàng,2020
DHK,7340201CL,Tài chính - Ngân hàng,2020
DHK,7340301,Kế toán,2020
DHK,7340302,Kiểm toán,2020
DHK,7340302CL,Kiểm toán,2020
DHK,7340404,Quản trị nhân lực,2020
DHK,7340405,Hệ thống thông tin quản lý,2020
DHK,7340405CL,Hệ thống thông tin quản lý,2020
DHK,7349001,Tài chính - Ngân hàng,2020
DHK,7349002,Quản trị kinh doanh,2020
DHK,7510605,Logistics và Quản lý chuỗi cung ứng,2020
DHK,7620114,Kinh doanh nông nghiệp,2020
DHK,7620115,Kinh tế,2020
DHK,7903124,Song ngành Kinh tế - Tài chính,2020
DHL,7340116,Bất động sản,2020
DHL,7420203,Sinh học ứng dụng,2020
DHL,7510201,Công nghệ kỹ thuật cơ khí,2020
DHL,7520114,Kỹ thuật cơ điện tử,2020
DHL,7520503,Kỹ thuật trắc địa - bản đồ,2020
DHL,7540101,Công nghệ thực phẩm,2020
DHL,7540104,Công nghệ sau thu hoạch,2020
DHL,7540106,Đảm bảo chất lượng và an toàn thực phẩm,2020
DHL,7549001,Công nghệ chế biến lâm sản,2020
DHL,7580210,Kỹ thuật cơ sở hạ tầng,2020
DHL,7620102,Khuyến nông,2020
DHL,7620105,Chăn nuôi,2020
DHL,7620109,Nông học,2020
DHL,7620110,Khoa học cây trồng,2020
DHL,7620112,Bảo vệ thực vật,2020
DHL,7620116,Phát triển nông thôn,2020
DHL,7620118,Nông nghiệp công nghệ cao,2020
DHL,7620119,Kinh doanh và khởi nghiệp nông thôn,2020
DHL,7620201,Lâm học,2020
DHL,7620211,Quản lý tài nguyên rừng,2020
DHL,7620301,Nuôi trồng thuỷ sản,2020
DHL,7620302,Bệnh học thủy sản,2020
DHL,7620305,Quản lý thủy sản,2020
DHL,7640101,Thú y,2020
DHL,7850103,Quản lý đất đai,2020
DHN,7140222,Sư phạm Mỹ thuật,2020
DHN,7210103,Hội hoạ,2020
DHN,7210105,Điêu khắc,2020
DHN,7210403,Thiết kế đồ họa,2020
DHN,7210404,Thiết kế thời trang,2020
DHN,7580108,Thiết kế nội thất,2020
DHQ,7510406,Công nghệ kỹ thuật môi trường,2020
DHQ,7520201,Kỹ thuật điện,2020
DHQ,7520216,Kỹ thuật điều khiển và tự động hoá,2020
DHQ,7580201,Kỹ thuật Xây dựng,2020
DHQ,7580301,Kinh tế,2020
DHQ,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DHS,7140202,Giáo dục Tiểu học,2020
DHS,7140202TA,Giáo dục Tiểu học,2020
DHS,7140204,Giáo dục Công dân,2020
DHS,7140205,Giáo dục Chính trị,2020
DHS,7140208,Giáo dục Quốc phòng - An ninh,2020
DHS,7140209,Sư phạm Toán học,2020
DHS,7140209TA,Sư phạm Toán học,2020
DHS,7140210,Sư phạm Tin học,2020
DHS,7140210TA,Sư phạm Tin học,2020
DHS,7140211,Sư phạm Vật lý,2020
DHS,7140211TA,Sư phạm Vật lý,2020
DHS,7140212,Sư phạm Hóa học,2020
DHS,7140212TA,Sư phạm Hóa học,2020
DHS,7140213,Sư phạm Sinh học,2020
DHS,7140213TA,Sư phạm Sinh học,2020
DHS,7140217,Sư phạm Ngữ văn,2020
DHS,7140218,Sư phạm Lịch sử,2020
DHS,7140219,Sư phạm Địa lý,2020
DHS,7140246,Sư phạm công nghệ,2020
DHS,7140247,Sư phạm khoa học tự nhiên,2020
DHS,7140248,Giáo dục pháp luật,2020
DHS,7140249,Sư phạm Lịch sử Địa lý,2020
DHS,7310403,Tâm lý học,2020
DHS,7480104,Hệ thống thông tin,2020
DHS,T140211,Vật lí,2020
DHT,7220104,Hán Nôm,2020
DHT,7229001,Triết học,2020
DHT,7229010,Lịch sử,2020
DHT,7229020,Ngôn ngữ học,2020
DHT,7229030,Văn học,2020
DHT,7310108,Toán kinh tế,2020
DHT,7310205,Quản lý nhà nước,2020
DHT,7310301,Xã hội học,2020
DHT,7310608,Đông phương học,2020
DHT,7320101,Báo chí,2020
DHT,7420201,Công nghệ sinh học,2020
DHT,7420202,Kỹ thuật Sinh học,2020
DHT,7440112,Hoá học,2020
DHT,7440301,Khoa học môi trường,2020
DHT,7480103,Kỹ thuật phần mềm,2020
DHT,7480201,Công nghệ thông tin,2020
DHT,7510302,Công nghệ kỹ thuật điện tử - viễn thông,2020
DHT,7510401,Công nghệ kỹ thuật hoá học,2020
DHT,7520320,Kỹ thuật môi trường,2020
DHT,7520501,Kỹ thuật địa chất,2020
DHT,7580211,Địa kỹ thuật xây dựng,2020
DHT,7760101,Công tác xã hội,2020
DHT,7850101,Quản lý tài nguyên và môi trường,2020
DHV,7140201,Giáo dục Mầm non,2020
DHV,7140202,Giáo dục Tiểu học,2020
DHV,7140206,Giáo dục Thể chất,2020
DHV,7140209,Sư phạm Toán học,2020
DHV,7140212,Sư phạm Mỹ thuật,2020
DHV,7140217,Sư phạm Ngữ văn,2020
DHV,7140221,Sư phạm Âm nhạc,2020
DHV,7140231,Sư phạm Tiếng Anh,2020
DHV,7220201,Ngôn ngữ Anh,2020
DHV,7220204,Ngôn ngữ Trung Quốc,2020
DHV,7340101,Quản trị kinh doanh,2020
DHV,7340201,Tài chính - Ngân hàng,2020
DHV,7340301,Kế toán,2020
DHV,7480201,Công nghệ thông tin,2020
DHV,7510301,"Công nghệ kỹ thuật điện, điện tử",2020
DHV,7620105,Chăn nuôi,2020
DHV,7620110,Khoa học cây trồng,2020
DHV,7640101,Thú y,2020
DHV,7760101,Công tác xã hội,2020
DHV,7810101,Du lịch,2020
DHV,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DHY,7720101,Y khoa,2020
DHY,7720110,Y học dự phòng,2020
DHY,7720115,Y học cổ truyền,2020
DHY,7720201,Dược học,2020
DHY,7720301,Điều dưỡng,2020
DHY,7720302,Hộ sinh,2020
DHY,7720501,Răng - Hàm - Mặt,2020
DHY,7720601,Kỹ thuật xét nghiệm y học,2020
DHY,7720602,Kỹ thuật hình ảnh y học,2020
DHY,7720701,Y tế công cộng,2020
DKB,7340101,Quản trị kinh doanh,2020
DKB,7340115,Marketing,2020
DKB,7340201,Tài chính - Ngân hàng,2020
DKB,7340301,Kế toán,2020
DKB,7340406,Quản trị văn phòng,2020
DKB,7480201,Công nghệ thông tin,2020
DKB,7510301,"Công nghệ kỹ thuật điện, điện tử",2020
DKB,7580205,Kỹ thuật xây dựng,2020
DKC,7210403,Thiết kế đồ họa,2020
DKC,7210404,Thiết kế thời trang,2020
DKC,7210405,Thiết kế nội thất,2020
DKC,7220201,Ngôn ngữ Anh,2020
DKC,7220204,Ngôn ngữ Trung Quốc,2020
DKC,7220209,Ngôn ngữ Nhật,2020
DKC,7220210,Ngôn ngữ Hàn Quốc,2020
DKC,7220213,Đông phương học,2020
DKC,7310401,Tâm lý học,2020
DKC,7310608,Đông phương học,2020
DKC,7310630,Việt Nam học,2020
DKC,7320104,Truyền thông đa phương tiện,2020
DKC,7340101,Quản trị kinh doanh,2020
DKC,7340103,Quản trị dịch vụ du lịch và lữ hành,2020
DKC,7340107,Quản trị khách sạn,2020
DKC,7340109,Quản trị nhà hàng và dịch vụ ăn uống,2020
DKC,7340115,Marketing,2020
DKC,7340120,Kinh doanh quốc tế,2020
DKC,7340121,Kinh doanh thương mại,2020
DKC,7340122,Thương mại điện tử,2020
DKC,7340201,Tài chính - Ngân hàng,2020
DKC,7340301,Kế toán,2020
DKC,7340405,Hệ thống thông tin quản lý,2020
DKC,7380101,Luật,2020
DKC,7380107,Luật,2020
DKC,7420201,Công nghệ sinh học,2020
DKC,7480201,Công nghệ thông tin,2020
DKC,7480202,An toàn thông tin,2020
DKC,7510205,Công nghệ kỹ thuật ô tô,2020
DKC,7510605,Logistics và Quản lý chuỗi cung ứng,2020
DKC,7520103,Kỹ thuật cơ khí,2020
DKC,7520114,Kỹ thuật cơ điện tử,2020
DKC,7520201,Kỹ thuật điện,2020
DKC,7520207,Kỹ thuật điện tử - viễn thông,2020
DKC,7520212,Kỹ thuật y sinh,2020
DKC,7520216,Kỹ thuật điều khiển và tự động hoá,2020
DKC,7520320,Kỹ thuật môi trường,2020
DKC,7540101,Công nghệ thực phẩm,2020
DKC,7540204,"Công nghệ dệt, may",2020
DKC,7580101,Kiến trúc,2020
DKC,7580102,Kiến trúc,2020
DKC,7580108,Thiết kế nội thất,2020
DKC,7580201,Kỹ thuật xây dựng,2020
DKC,7580205,Kỹ thuật xây dựng,2020
DKC,7580301,Kinh tế xây dựng,2020
DKC,7580302,Quản lý xây dựng,2020
DKC,7640101,Thú y,2020
DKC,7720201,Dược học,2020
DKC,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DKC,7810201,Quản trị khách sạn,2020
DKC,7810202,Quản trị nhà hàng và dịch vụ ăn uống,2020
DKH,7720201,Dược học,2020
DKH,7720203,Hoá dược,2020
DKK,7220201DKK,Ngôn ngữ Anh,2020
DKK,7340101DKK,Quản trị kinh doanh,2020
DKK,7340121DKK,Kinh doanh thương mại,2020
DKK,7340201DKK,Tài chính - Ngân hàng,2020
DKK,7340301DKK,Kế toán,2020
DKK,7480102DKK,Mạng máy tính và Truyền thông dữ liệu,2020
DKK,7480201DKK,Công nghệ thông tin,2020
DKK,7510201DKK,Công nghệ kỹ thuật cơ khí,2020
DKK,7510203DKK,Công nghệ kỹ thuật cơ điện tử,2020
DKK,7510301DKK,"Công nghệ kỹ thuật điện, điện tử",2020
DKK,7510302DKK,Công nghệ kỹ thuật điện tử - viễn thông,2020
DKK,7510303DKK,Công nghệ kỹ thuật điều khiển và tự động hóa,2020
DKK,7540101DKK,Công nghệ thực phẩm,2020
DKK,7540202DKK,"Công nghệ sợi, dệt",2020
DKK,7540204DKK,"Công nghệ dệt, may",2020
DKQ,7340101,Quản trị kinh doanh,2020
DKQ,7340120,Kinh doanh quốc tế,2020
DKQ,7340201,Tài chính - Ngân hàng,2020
DKQ,7340301,Kế toán,2020
DKQ,7380107,Luật,2020
DKS,51140201,Giáo dục Mầm non,2020
DKS,7140201,Giáo dục Mầm non,2020
DKS,7140202,Giáo dục Tiểu học,2020
DKS,7140205,Giáo dục Chính trị,2020
DKS,7140206,Giáo dục Thể chất,2020
DKS,7140209,Sư phạm Toán học,2020
DKS,7140217,Sư phạm Ngữ văn,2020
DKS,7140231,Sư phạm Tiếng Anh,2020
DKS,7220201,Ngôn ngữ Anh,2020
DKS,7220204,Ngôn ngữ Trung Quốc,2020
DKS,7229030,Văn học,2020
DKS,7310101,Kinh tế,2020
DKS,7310630,Việt Nam học,2020
DKS,7340101,Quản trị kinh doanh,2020
DKS,7340201,Tài chính - Ngân hàng,2020
DKS,7340301,Kế toán,2020
DKS,7380101,Luật,2020
DKS,7480201,Công nghệ thông tin,2020
DKS,7510103,Công nghệ kỹ thuật xây dựng,2020
DKS,7510202,Công nghệ chế tạo máy,2020
DKS,7510203,Công nghệ kỹ thuật cơ điện tử,2020
DKS,7510301,"Công nghệ kỹ thuật điện, điện tử",2020
DKS,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,2020
DKS,7580101,Kiến trúc,2020
DKS,7620110,Khoa học cây trồng,2020
DKS,7760101,Công tác xã hội,2020
DKY,7720101,Y khoa,2020
DKY,7720301,Điều dưỡng,2020
DKY,7720601,Kỹ thuật xét nghiệm y học,2020
DKY,7720602,Kỹ thuật hình ảnh y học,2020
DKY,7720603,Kỹ thuật phục hồi chức năng,2020
DLA,7220201,Ngôn ngữ Anh,2020
DLA,7340101,Quản trị kinh doanh,2020
DLA,7340115,Marketing,2020
DLA,7340201,Tài chính - Ngân hàng,2020
DLA,7340301,Kế toán,2020
DLA,7340410,Quản trị công nghệ truyền thông,2020
DLA,7380107,Luật,2020
DLA,7480101,Khoa học máy tính,2020
DLA,7510103,Công nghệ kỹ thuật xây dựng,2020
DLA,7580101,Kiến trúc,2020
DLA,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DLH,7220201,Ngôn ngữ Anh,2020
DLH,7220204,Ngôn ngữ Trung Quốc,2020
DLH,7310101,Kinh tế,2020
DLH,7310608,Đông phương học,2020
DLH,7340101,Quản trị kinh doanh,2020
DLH,7340201,Tài chính - Ngân hàng,2020
DLH,7340301,Kế toán,2020
DLH,7380107,Luật,2020
DLH,7480201,Công nghệ thông tin,2020
DLH,7510102,Công nghệ kỹ thuật công trình xây dựng,2020
DLH,7510201,Công nghệ kỹ thuật cơ khí,2020
DLH,7510205,Công nghệ kỹ thuật ô tô,2020
DLH,7510301,"Công nghệ kỹ thuật điện, điện tử",2020
DLH,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,2020
DLH,7540101,Công nghệ thực phẩm,2020
DLH,7720201,Dược học,2020
DLH,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DLS,7310101,Kinh tế,2020
DLS,7310401,Tâm lý học,2020
DLS,7340101,Quản trị kinh doanh,2020
DLS,7340204,Bảo hiểm,2020
DLS,7340301,Kế toán,2020
DLS,7340404,Quản trị nhân lực,2020
DLS,7380107,Luật,2020
DLS,7760101,Công tác xã hội,2020
DLX,7310101,Kinh tế,2020
DLX,7310401,Tâm lý học,2020
DLX,7340101,Quản trị kinh doanh,2020
DLX,7340204,Bảo hiểm,2020
DLX,7340301,Kế toán,2020
DLX,7340404,Quản trị nhân lực,2020
DLX,7380107,Luật,2020
DLX,7760101,Công tác xã hội,2020
DMS,7220201,Ngôn ngữ Anh,2020
DMS,7310101,Kinh tế,2020
DMS,7340101,Quản trị kinh doanh,2020
DMS,7340115,Marketing,2020
DMS,7340116,Bất động sản,2020
DMS,7340120,Kinh doanh quốc tế,2020
DMS,7340201,Tài chính - Ngân hàng,2020
DMS,7340301,Kế toán,2020
DMS,7340405D,Hệ thống thông tin quản lý,2020
DMS,7810103D,Quản trị dịch vụ du lịch và lữ hành,2020
DMS,7810201,Quản trị khách sạn,2020
DMS,7810202D,Quản trị nhà hàng và dịch vụ ăn uống,2020
DMT,7220201,Ngôn ngữ Anh,2020
DMT,7340101,Quản trị kinh doanh,2020
DMT,7340115,Marketing,2020
DMT,7340116,Bất động sản,2020
DMT,7340301,Kế toán,2020
DMT,7380101,Luật,2020
DMT,7420203,Sinh học ứng dụng,2020
DMT,7440221,Khí tượng và khí hậu học,2020
DMT,7440224,Thuỷ văn học,2020
DMT,7440298,Biến đổi khí hậu và Phát triển bền vững,2020
DMT,7480201,Công nghệ thông tin,2020
DMT,7510406 PH,Công nghệ kỹ thuật môi trường,2020
DMT,7510605,Logistics và Quản lý chuỗi cung ứng,2020
DMT,7520501,Kỹ thuật địa chất,2020
DMT,7520503PH,Kỹ thuật trắc địa - bản đồ,2020
DMT,7540106,Đảm bảo chất lượng và an toàn thực phẩm,2020
DMT,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DMT,7810201,Quản trị khách sạn,2020
DMT,7850101PH,Quản lý tài nguyên và môi trường,2020
DMT,7850102,Kinh tế,2020
DMT,7850103 PH,Quản lý đất đai,2020
DMT,7850198,Quản lý tài nguyên nước,2020
DMT,7850199,Quản lý biển,2020
DNB,5140201,Giáo dục Mầm non,2020
DNB,5340301,Kế toán,2020
DNB,7140201,Giáo dục Mầm non,2020
DNB,7140202,Giáo dục Tiểu học,2020
DNB,7140212,Sư phạm Hóa học,2020
DNB,7310630,Việt Nam học,2020
DNB,7340101,Quản trị kinh doanh,2020
DNB,7810101,Du lịch,2020
DNC,7220201,Ngôn ngữ Anh,2020
DNC,7320108,Quan hệ công chúng,2020
DNC,7340101,Quản trị kinh doanh,2020
DNC,7340115,Marketing,2020
DNC,7340116,Bất động sản,2020
DNC,7340120,Kinh doanh quốc tế,2020
DNC,7340201,Tài chính - Ngân hàng,2020
